#Time,Rho,X,Z,Alt,AoA,GSE,LUE,Vtot,Vy,Gamma,Pitch,Roll,Yaw,Step,Grade,Points,Details
91.50,-0.027,74.5,-8.8,38.0,12.87,-9.01,79.29,17.4,-212.9,1.9,7.3,-0.1,0.0,AL,OK,4.0,(F)X   LO DLIC LOAR
92.00,-0.028,73.6,-8.7,35.8,15.75,-10.12,80.76,17.5,-317.7,1.8,7.7,0.3,0.0,AL,OK,4.0,(F)X   LO DLIC LOAR
92.50,-0.028,72.7,-8.6,32.9,16.87,-11.55,82.21,17.5,-362.9,1.8,8.2,0.6,0.0,AL,OK,4.0,(F)X   LO DLIC LOAR
93.00,-0.029,71.9,-8.5,29.9,16.66,-13.02,83.62,17.4,-344.9,1.8,8.4,0.6,-0.0,AL,OK,4.0,(F)X   LO DLIC LOAR
93.50,-0.029,71.0,-8.4,27.2,15.38,-14.30,84.97,17.1,-297.1,1.8,8.6,0.5,-0.0,AL,OK,4.0,(F)X   LO DLIC LOAR
94.00,-0.030,70.3,-8.2,24.8,15.81,-15.40,86.24,16.9,-276.9,1.8,8.7,-0.0,-0.0,AL,OK,4.0,(F)X   LO DLIC LOAR
94.50,-0.030,69.6,-8.1,22.5,16.72,-16.45,87.43,16.7,-277.3,1.8,8.9,-1.2,0.0,AL,OK,4.0,(F)X   LO DLIC LOAR
95.00,-0.030,68.9,-7.9,20.1,18.16,-17.56,88.51,16.5,-313.4,1.8,9.0,-1.8,0.0,AL,OK,4.0,(F)X   LO DLIC LOAR
95.50,-0.031,68.3,-7.9,17.5,19.86,-18.78,89.51,16.3,-319.5,1.7,9.1,-0.6,0.0,AL,OK,4.0,(F)X   LO DLIC LOAR
96.00,-0.031,67.8,-7.9,14.8,20.31,-19.98,90.38,16.0,-312.8,1.7,9.2,0.7,0.0,AL,OK,4.0,(F)X   LO DLIC LOAR
96.50,-0.031,67.3,-7.8,12.2,19.72,-21.13,91.15,15.8,-308.5,1.7,9.2,1.5,-0.0,AL,OK,4.0,(F)X   LO DLIC LOAR
97.00,-0.031,66.9,-7.7,9.7,20.54,-22.20,91.80,15.5,-304.4,1.7,9.2,2.1,-0.0,AL,OK,4.0,(F)X   LO DLIC LOAR
97.50,-0.032,66.6,-7.5,7.1,20.71,-23.20,92.31,15.3,-301.3,1.7,9.2,2.5,-0.1,AL,OK,4.0,(F)X   LO DLIC LOAR
98.00,-0.032,66.3,-7.2,4.6,20.74,-24.13,92.70,15.0,-309.6,1.7,9.2,1.2,-0.1,AL,OK,4.0,(F)X   LO DLIC LOAR
98.50,-0.032,66.1,-6.9,2.1,20.26,-25.03,92.98,14.7,-301.2,1.8,9.2,-1.6,-0.0,AL,OK,4.0,(F)X   LO DLIC LOAR
99.00,-0.032,66.0,-6.7,-0.5,20.56,-25.92,93.17,14.5,-306.0,1.7,9.2,-3.4,0.0,AL,OK,4.0,(F)X   LO DLIC LOAR
99.50,-0.032,65.9,-6.6,-3.2,23.43,-26.95,93.26,14.6,-371.0,1.6,9.1,-2.4,0.0,AL,OK,4.0,(F)X   LO DLIC LOAR
100.00,-0.032,65.8,-6.5,-3.7,20.61,-27.11,93.43,14.7,-342.7,1.6,7.8,-1.4,0.0,AL,OK,4.0,(F)X   LO DLIC LOAR
